round,example_id,correct,pred,gold,section
5,gsm8k_train_3529,False,13,3,task_details
5,gsm8k_train_3730,True,540,540,
5,gsm8k_train_2759,True,160,160,
5,gsm8k_train_5034,True,5,5,
5,gsm8k_train_2367,True,10,10,
5,gsm8k_train_6392,True,1234,1234,
5,gsm8k_train_3290,True,12,12,
5,gsm8k_train_2010,True,10,10,
5,gsm8k_train_6088,True,32,32,
5,gsm8k_train_3448,True,5,5,
5,gsm8k_train_229,False,375,15,task_details
5,gsm8k_train_3310,True,32,32,
5,gsm8k_train_4109,True,500,500,
5,gsm8k_train_7084,True,60,60,
5,gsm8k_train_6314,False,0,7,task_details
5,gsm8k_train_1581,True,13,13,
5,gsm8k_train_4814,True,83,83,
5,gsm8k_train_3382,True,15,15,
5,gsm8k_train_6522,True,33,33,
5,gsm8k_train_4416,False,190,310,constraints
5,gsm8k_train_2498,True,20,20,
5,gsm8k_train_145,True,2,2,
5,gsm8k_train_2543,True,4,4,
5,gsm8k_train_369,True,347,347,
5,gsm8k_train_899,True,16,16,
5,gsm8k_train_456,True,460,460,
5,gsm8k_train_133,True,9,9,
5,gsm8k_train_3241,True,8,8,
5,gsm8k_train_2728,False,128400,25200,task_details
5,gsm8k_train_5259,False,16,8,task_details
5,gsm8k_train_4162,True,1120,1120,
5,gsm8k_train_1133,True,5,5,
5,gsm8k_train_39,True,15,15,
5,gsm8k_train_224,True,20655,20655,
5,gsm8k_train_5892,True,200,200,
5,gsm8k_train_334,True,20.00,20,
5,gsm8k_train_2273,True,15890,15890,
5,gsm8k_train_4541,True,280,280,
5,gsm8k_train_3210,True,4,4,
5,gsm8k_train_4349,True,7,7,
5,gsm8k_train_4606,True,320,320,
5,gsm8k_train_2151,True,16,16,
5,gsm8k_train_1765,True,34,34,
5,gsm8k_train_558,True,3900,3900,
5,gsm8k_train_943,True,10,10,
5,gsm8k_train_1863,True,3,3,
5,gsm8k_train_5391,False,0,1,constraints
5,gsm8k_train_4031,True,40,40,
5,gsm8k_train_1794,True,30,30,
5,gsm8k_train_608,True,26,26,
5,gsm8k_train_3728,True,124,124,
5,gsm8k_train_4770,True,63,63,
5,gsm8k_train_3410,True,320,320,
5,gsm8k_train_3105,True,52,52,
5,gsm8k_train_2215,True,52,52,
5,gsm8k_train_6551,True,10,10,
5,gsm8k_train_7238,True,40,40,
5,gsm8k_train_6881,True,10,10,
5,gsm8k_train_6795,True,3,3,
5,gsm8k_train_4445,True,1640,1640,
5,gsm8k_train_3203,True,10800,10800,
5,gsm8k_train_3018,True,160,160,
5,gsm8k_train_5686,True,100,100,
5,gsm8k_train_5147,True,37.00,37,
5,gsm8k_train_2972,True,300,300,
5,gsm8k_train_7221,True,5,5,
5,gsm8k_train_4528,True,752,752,
5,gsm8k_train_2495,True,2,2,
5,gsm8k_train_5471,True,110,110,
